FMID,MarketName,Website,Facebook,Facebook_clean,Twitter,Youtube,OtherMedia,street,city,city_clean,County,State,zip,Season1Date,Season1Datecopy 1,Season1Datecopy 2,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,Credit_clean,WIC,WIC_clean,WICcash,WICcash_clean,SFMNP,SFMNP_clean,SNAP,SNAP_clean,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1011124,Skeleton Key Farmers' Market,,www.facebook.com/skeletonkeyfarmersmarket,https://www.facebook.com/www.facebook.com/skeletonkeyfarmersmarket,,,,520 18th Street,Rock Island ,ROCK ISLAND ,Rock Island,Illinois,61201,06/07/2015 to 10/11/2015,06/07/2015,10/11/2015,Sun: 12:00 PM-3:00 PM;,,,,,,,-90.575034,41.506952,,Y,1,N,0,N,0,N,0,N,0,-,N,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,5/6/2015 1:44:43 PM
1005350,Skippack Farmers Market,http://www.skippackfarmersmarket.net,,,,,,4056 Skippack Pike,Skippack,SKIPPACK,Montgomery,Pennsylvania,19474,,null,,,,,,,,,-75.4045,40.2274,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 27 2010  9:06AM
1006813,Skowhegan Farmers Market,http://www.skowheganfarmersmarket.com,https://www.facebook.com/pages/Skowhegan-Farmers-Market/308404688272,https://www.facebook.com/pages/Skowhegan-Farmers-Market/308404688272,,,,42 Court street,Skowhegan,SKOWHEGAN,Somerset,Maine,04976,05/03/2014 to 10/25/2014,05/03/2014,10/25/2014,Sat: 9:00 AM-1:00 PM;,06/04/2014 to 09/24/2014,Wed: 3:00 PM-6:00 PM;,11/01/2014 to 04/25/2015,Sat: 11:00 AM-1:00 PM;,,,-69.718514,44.767204,Private business parking lot,Y,1,Y,1,Y,1,Y,1,Y,1,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,5/13/2014 9:06:23 AM
1010600,SKY Farmers Market,http://www.skyfarmersmarket.com,SKY Farmers Market,https://www.facebook.com/SKY Farmers Market,,,,215 31W By-Pass,Bowling Green ,BOWLING GREEN,Warren,Kentucky,42102,04/05/2014 to 11/29/2014,04/05/2014,11/29/2014,Tue: 7:00 AM-1:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,-86.427999,36.998080,,Y,1,N,0,N,0,N,0,Y,1,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,9/22/2014 9:29:55 AM
1004866,Skyway Farmers Market,http://www.skywaysolutions.org,,,,,,11904 Renton Avenue South,Seattle,SEATTLE,King,Washington,98178,,null,,,,,,,,,-122.244,47.4973,Private business parking lot,N,0,Y,1,N,0,Y,1,N,0,-,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,6/25/2011 12:20:17 AM
1007091,Slate Belt Farmers Market,,,,,,,1566 Riner Road,Mt. Bethel,MT. BETHEL,Northampton,Pennsylvania,18343,,null,,,,,,,,,-75.0731,40.8551,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1006296,Slater Park Farmers Market,http://www.farmfresh.org/food/farmersmarkets_details.php?market=30,,,,,,"Slater Park, 825 Armistice Blvd",Pawtucket,PAWTUCKET,Providence,Rhode Island,02860,07/09/2017 to 10/29/2017,07/09/2017,10/29/2017,Sun: 12:00 PM-3:00 PM;,,,,,,,-71.344574,41.872352,,Y,1,Y,1,Y,1,Y,1,Y,1,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,5/4/2017 12:47:16 PM
1002266,Slayton Farmers Market,,,,,,,Slayton Chamber of Commerce,Slayton,SLAYTON,Murray,Minnesota,56172,,null,,,,,,,,,-95.7567,43.993,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1012675,Slippery Rock Community Farmers Market ,,https://www.facebook.com/SRCFM/,https://www.facebook.com/SRCFM/,,,,111 Stoughton Beach,Slippery Rock,SLIPPERY ROCK,Butler,Pennsylvania,16057,05/07/2016 to 10/29/2016,05/07/2016,10/29/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-80.0304479,41.0377656,,Y,1,Y,1,N,0,Y,1,N,0,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,7/15/2016 9:56:30 PM
1007814,Small Farms Network Butler County Market,http://www.sustainablecommunitiesozarks.org,https://www.facebook.com/pages/Sustainable-Communities-and-Small-Farms-Network/104762082907149,https://www.facebook.com/pages/Sustainable-Communities-and-Small-Farms-Network/104762082907149,,,,77 Ponder Stree,"Harviell, MO","HARVIELL, MO",Butler,Missouri,63954,07/01/2013 to 11/30/2013,07/01/2013,11/30/2013,Fri: 8:00 AM-3:00 PM;Sat: 3:00 PM-;,,,,,,,-90.4738729,36.6650922,Other,Y,1,N,0,N,0,N,0,N,0,-,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/2/2014 7:11:20 PM
1006104,Smart Markets Bristow,http://www.smartmarkets.org,https://www.facebook.com/SmartMarketsBristow,https://www.facebook.com/SmartMarketsBristow,https://twitter.com/smartmarkets,,,8301 Linton Hall Rd.,Bristow,BRISTOW,Prince William,Virginia,20136,01/01/2014 to 12/31/2014,01/01/2014,12/31/2014,Sun: 10:30 AM-2:30 PM;,12/01/2012 to 03/31/2013,,,,,,-77.5944539,38.7744892,Educational institution,Y,1,N,0,N,0,N,0,N,0,-,Y,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,4/22/2014 5:21:16 PM
1012070,Smart Markets Chantilly,http://www.smartmarkets.org,www.facebook.com/smartmarketschantilly,https://www.facebook.com/www.facebook.com/smartmarketschantilly,@smartmarkets,,,3460 Centreville Road,Chantilly,CHANTILLY,Fairfax,Virginia,22051,04/28/2016 to 11/25/2016,04/28/2016,11/25/2016,Thu: 3:30 PM-7:00 PM;,,,,,,,-77.4237072,38.9090074,,Y,1,N,0,N,0,N,0,N,0,-,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/2016 1:48:08 PM
1012072,Smart Markets Huntington,http://www.smartmarkets.org,www.facebook.com/smartmarketshuntington,https://www.facebook.com/www.facebook.com/smartmarketshuntington,@smartmarkets,,,5918 North Kings Highway,Alexandria,ALEXANDRIA,Fairfax,Virginia,22003,04/28/2016 to 11/24/2016,04/28/2016,11/24/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-77.0770722,38.7894498,,Y,1,N,0,N,0,N,0,N,0,-,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/2016 1:52:20 PM
1012073,Smart Markets Loudon Station,http://www.smartmarkets.org,www.facebook.com/smartmarketsloudonstation,https://www.facebook.com/www.facebook.com/smartmarketsloudonstation,@smartmarkets,,,43805 Central Station Drive,Ashburn,ASHBURN,Loudoun,Virginia,20147,06/19/2016 to 11/27/2016,06/19/2016,11/27/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-77.4863786,39.0069507,,Y,1,N,0,N,0,N,0,N,0,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/2016 1:56:13 PM
1006100,Smart Markets Oakton,http://www.smartmarkets.org,https://www.facebook.com/smartmarketsoakton,https://www.facebook.com/smartmarketsoakton,https://twitter.com/smartmarkets,,,2854 Hunter Mill Rd.,Oakton,OAKTON ,Fairfax,Virginia,22124,01/01/2014 to 12/31/2014,01/01/2014,12/31/2014,Sat: 10:00 AM-2:00 PM;,12/01/2012 to 03/31/2013,,,,,,-77.30214,38.88491,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,1,N,0,N,0,N,0,N,0,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,4/22/2014 5:37:13 PM
1006101,Smart Markets Reston,http://www.smartmarkets.org,https://www.facebook.com/smartmarketsreston,https://www.facebook.com/smartmarketsreston,https://twitter.com/smartmarkets,,,1900 Reston Station Boulevard,Reston,RESTON,Fairfax,Virginia,20190,04/20/2016 to 11/30/2016,04/20/2016,11/30/2016,Wed: 3:00 PM-7:00 PM;,11/01/2012 to 12/31/2012,,,,,,-77.3387970,38.9493603,,Y,1,N,0,N,0,N,0,N,0,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,6/28/2016 1:38:33 PM
1006103,Smart Markets Springfield,http://www.smartmarkets.org,https://www.facebook.com/smartmarketsspringfield,https://www.facebook.com/smartmarketsspringfield,https://twitter.com/smartmarkets,,,6699 Spring Mall Drive,Springfield,SPRINGFIELD,Fairfax,Virginia,22150,05/07/2016 to 11/26/2016,05/07/2016,11/26/2016,Sat: 10:00 AM-2:00 PM;,,,,,,,-77.1775352,38.7736798,,Y,1,N,0,N,0,N,0,N,0,-,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,6/28/2016 1:40:08 PM
1010009,Smart Markets Tysons,http://www.smartmarkets.org,https://www.facebook.com/smartmarketstysons,https://www.facebook.com/smartmarketstysons,https://twitter.com/smartmarkets,,,8400 Westpark Dr. ,McLean,MCLEAN,Fairfax,Virginia,22012,05/18/2014 to 11/16/2014,05/18/2014,11/16/2014,Sun: 10:00 AM-2:00 PM;,,,,,,,-77.2346700,38.9255810,Private business parking lot,Y,1,N,0,N,0,N,0,N,0,-,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,4/22/2014 5:44:56 PM
1006721,Smith County Farmer' Market,http://www.postrock.ksu.edu,,,,,,122 W. Highway 36,Smith Center,SMITH CENTER,Smith,Kansas,66967,07/01/2014 to 09/01/2014,07/01/2014,09/01/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-98.7854843,39.7851363,Private business parking lot,N,0,N,0,N,0,N,0,N,0,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/1/2014 9:16:56 AM
1010014,Smith County Farmers Market,,https://www.facebook.com/pages/Smith-County-Farmers-Market/253009170501,https://www.facebook.com/pages/Smith-County-Farmers-Market/253009170501,,,,110 Ag. Center lane,Carthage,CARTHAGE,Smith,Tennessee,37030,,null,,,,,,,,,-85.9461859,36.2233523,Local government building grounds,N,0,N,0,N,0,N,0,N,0,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,4/23/2014 11:17:27 AM
1007377,Smith County Fruit & Vegetable Association F M,,,,,,,Smith County Tobacco Warehouse,South Cathage,SOUTH CATHAGE,Smith,Tennessee,37030,,null,,,,,,,,,-85.9491,36.2372,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005205,Smithfield Farmers Market,http://www.smithfield-nc.com/farmersmarket,,,,,,350 E. Market Street,Smithfield,SMITHFIELD,Johnston,North Carolina,27577,April to August,4,8,Fri:9:00 AM - 1:00 PM;Sat:9:00 AM - 1:00 PM;,,,,,,,-78.345212,35.510483,Local government building grounds,Y,1,N,0,N,0,N,0,N,0,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/17/2012 3:30:06 PM
1000596,Smithfield Farmers Market,http://www.smithfieldfarmersmarket.org/,https://www.facebook.com/smithfieldfarmersmarket,https://www.facebook.com/smithfieldfarmersmarket,,,,319B Main Street,Smithfield,SMITHFIELD,Isle of Wight,Virginia,23430,04/06/2014 to 10/25/2014,04/06/2014,10/25/2014,Sun: 9:00 AM-12:00 PM;,,,,,,,-76.631282,36.981723,Private business parking lot,Y,1,N,0,N,0,N,0,Y,1,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,4/24/2014 10:56:48 AM
1007143,Smyrna Farmers Market,,,,,,,108 David Collins Drive,Smyrna,SMYRNA,Rutherford County,Tennessee,,,null,,,,,,,,,-86.5236,35.9822,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1008895,SMYRNA FARMERS' MARKET ,,https://www.facebook.com/SmyrnaFarmersMarket,https://www.facebook.com/SmyrnaFarmersMarket,https://twitter.com/easternmarketdc,,,7 West South Street ,Smyrna,SMYRNA,Kent,Delaware,19977,06/12/2014 to 08/28/2014,06/12/2014,08/28/2014,Thu: 4:00 PM-7:00 PM;,,,,,,,-75.6050832,39.2995415,Local government building grounds,Y,1,N,0,N,0,N,0,N,0,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/22/2014 3:59:29 PM
1009846,Smyrna Fresh Market,,,,,,,1275 Church Street,"Smyrna, GA","SMYRNA, GA",Cobb,Georgia,30080,05/07/2016 to 09/24/2016,05/07/2016,09/24/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-84.515507,33.883265,,Y,1,N,0,N,0,N,0,N,0,-,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,6/27/2016 1:46:38 PM
1001467,Snellville Farmers Market,http://www.snellvillefarmersmarket.com,https://www.facebook.com/pages/Snellville-Farmers-Market/347626962230,https://www.facebook.com/pages/Snellville-Farmers-Market/347626962230,,,,2342 Oak Road,Snellville,SNELLVILLE,Gwinnett,Georgia,30078,06/03/2016 to 09/24/2016,06/03/2016,09/24/2016,Sat: 8:30 AM-12:30 PM;,,,,,,,-84.0160570,33.8580211,,Y,1,N,0,N,0,N,0,N,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,6/27/2016 1:38:16 PM
1018557,Snohomish Farmers Market,http://www.snohomishfarmersmarket.org/,https://www.facebook.com/snohomishfarmersmarket,https://www.facebook.com/snohomishfarmersmarket,,,,Cedar Avenue & Pearl Street,Snohomish,SNOHOMISH,Snohomish,Washington,98290,05/04/2017 to 09/28/2017,05/04/2017,09/28/2017,Thu: 3:00 PM-7:00 PM;,,,,,,,-122.0917196,47.9116429,,Y,1,Y,1,N,0,Y,1,Y,1,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,7/5/2017 6:37:00 PM
1002488,Snow Hill Farmers Market,http://www.snowhillmd.com/index.cfm,,,,,,210 W. Green Street,Snow Hill,SNOW HILL,Worcester,Maryland,21863,05/01/2014 to 09/25/2014,05/01/2014,09/25/2014,Thu: 12:00 PM-5:00 PM;,,,,,,,-75.394638,38.176850,Local government building grounds,N,0,Y,1,N,0,N,0,Y,1,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 8:26:06 PM
1004797,Socorro Farmers' Market - Indoor,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,https://www.facebook.com/SocorroFarmersMarket,https://www.facebook.com/SocorroFarmersMarket,,,,Center St,Socorro,SOCORRO,Socorro,New Mexico,,11/01/2014 to 12/27/2014,11/01/2014,12/27/2014,Tue: 5:00 PM-7:00 PM;Sat: 9:00 AM-11:00 AM;,,,,,,,-106.892709,34.053298,Local government building grounds,Y,1,Y,1,N,0,Y,1,Y,1,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/20/2014 2:54:37 PM
1004798,Socorro Farmers' Market - Outdoor,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,https://www.facebook.com/SocorroFarmersMarket,https://www.facebook.com/SocorroFarmersMarket,,,,Plaza,Socorro,SOCORRO,Socorro,New Mexico,,06/03/2014 to 10/28/2014,06/03/2014,10/28/2014,Tue: 5:00 PM-7:00 PM;Sat: 9:00 AM-11:00 AM;,,,,,,,-106.893070,34.057208,Private business parking lot,Y,1,Y,1,N,0,Y,1,Y,1,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,5/20/2014 2:51:41 PM
1000090,Socrates Sculpture Park Greenmarket,http://www.grownyc.org,https://www.facebook.com/QueensGreenmarkets,https://www.facebook.com/QueensGreenmarkets,,,,Vernon Blvd & Broadway,Queens,QUEENS,Queens,New York,11106,06/01/2013 to 11/23/2013,06/01/2013,11/23/2013,Sat: 8:00 AM-4:00 PM;,,,,,,,-73.9359467,40.7675924,Other,Y,1,Y,1,Y,1,Y,1,Y,1,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/23/2013 2:53:51 PM
1004111,Soda Springs Farmers Market,,,,,,,City Park,Soda Springs,SODA SPRINGS,Caribou,Idaho,83276,January to December,1,12,Wed:3:00 pm - 6:00 pm;,,,,,,,-111.605,42.6546,Local government building grounds,N,0,N,0,N,0,N,0,N,0,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/21/2011 1:30:49 PM
1006720,Sodus Farmers' Market,https://www.sutmc.org/sodus-farmers-market,https://www.facebook.com/SodusFarmersMarket,https://www.facebook.com/SodusFarmersMarket,,,,58 W. Main Street,Sodus,SODUS,Wayne,New York,14551,06/14/2017 to 10/11/2017,06/14/2017,10/11/2017,Wed: 2:30 PM-6:00 PM;,,,,,,,-77.065859,43.236237,,Y,1,Y,1,Y,1,Y,1,Y,1,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,6/20/2017 2:37:54 PM
1011189,SoKy Marketplace,http://sokymarketplace@gmail.com,sokymarketplace,https://www.facebook.com/sokymarketplace,,,,7th and Center Street,Bowling Green ,BOWLING GREEN,Warren,Kentucky,42102,04/02/2016 to 10/29/2016,04/02/2016,10/29/2016,Tue: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-86.439314,36.996649,,Y,1,Y,1,Y,1,Y,1,Y,1,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,6/27/2016 3:23:32 PM
1010353,SOL Community Farmers' Market,http://www.solcommunityfarmersmarket.com,https://facebook.com/solcommunityfarmersmarket,https://www.facebook.com/https://facebook.com/solcommunityfarmersmarket,https://twitter.com/solcfm,,,241 Main Street,Placerville,PLACERVILLE,El Dorado,California,95667,07/17/2016 to 10/16/2016,07/17/2016,10/16/2016,Sun: 8:00 AM-12:00 PM;,,,,,,,-120.803523,38.727845,,Y,1,Y,1,Y,1,Y,1,Y,1,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,7/11/2016 7:05:27 PM
1003836,Solana Beach Farmers Market,http://www.solanabeachfarmersmarket.com,https://www.facebook.com/SolanaBeachFarmersMarket,https://www.facebook.com/SolanaBeachFarmersMarket,,,,444 South Cedros Avenue,Solana Beach,SOLANA BEACH,San Diego,California,92075,01/01/2016 to 12/31/2016,01/01/2016,12/31/2016,Sun: 12:00 PM-5:00 PM;,,,,,,,-117.269204,32.987194,,Y,1,N,0,N,0,N,0,N,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,6/27/2016 12:59:51 PM
1002553,Soldotna Wednesday Market,,,,,,,"Soldotna Creek Park, behind Don Jose鈥檚",Soldotna,SOLDOTNA,,Alaska,99669,,null,,,,,,,,,-151.058,60.4843,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1003583,Soledad FM,,,,,,,Encinal St. & Front St.,Soledad,SOLEDAD,Monterey,California,,,null,,,,,,,,,-121.33,36.4275,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1006898,Solon  Market,,https://www.facebook.com/pages/Solon-Market/112305385471360?ref=br_tf,https://www.facebook.com/pages/Solon-Market/112305385471360?ref=br_tf,,,,15185 Algoma Road (at Wiersma Rd.),Cedar Springs,CEDAR SPRINGS,Kent,Michigan,49319,06/13/2015 to 10/08/2016,06/13/2015,10/08/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-85.611628,43.240603,,Y,1,N,0,N,0,N,0,N,0,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,6/28/2016 6:32:05 AM
1002580,SOLON FARMERS MARKET,,,,,,, Bus. Hwy. 53 and Main St.,Solon Springs,SOLON SPRINGS,Douglas,Wisconsin,,,null,,,,,,,,,-91.836,46.3485,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1002579,Solon Springs Family Fun Days Farmers' Market,,,,,,,Bus. Hwy. 53,Solon Springs,SOLON SPRINGS,Douglas,Wisconsin,54873,January to December,1,12,Fri:10:00 AM - 4:00 PM;,,,,,,,-91.8224113,46.3532743,Local government building grounds,N,0,Y,1,N,0,Y,1,N,0,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/22/2012 3:56:55 PM
1006690,Solvang CFM,http://www.sbfarmersmarket.org,,,,,,Copenhagen Dr. & 1st St.,Solvang,SOLVANG,Santa Barbara,California,93101,,null,,,,,,,,,-120.14,34.595,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1007438,SOMERS FARMERS鈥� MARKET,,,,,,,Corner of Main Street and Battle Street,Somers,SOMERS,New London,Connecticut,,,null,,,,,,,,,-72.4442,41.9856,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1008776,Somerset County Farmers' Market Inc.,http://www.somersetcountyfarmersmarket.com,https://www.facebook.com/pages/Somerset-County-Farmers-Market/139142146101195,https://www.facebook.com/pages/Somerset-County-Farmers-Market/139142146101195,,,,800 Georgian Place dr,Somerset,SOMERSET,Somerset,Pennsylvania,15501,05/24/2014 to 11/22/2014,05/24/2014,11/22/2014,Wed: 3:00 PM-6:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-79.0758065,40.0214849,Private business parking lot,Y,1,Y,1,N,0,Y,1,N,0,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,5/12/2014 7:59:44 PM
1003162,Somerset Farmers Market,,,,,,,"4150 South Highway 27, Somerset Mall Parking Lot",Somerset,SOMERSET,Pulaski,Kentucky,42501,,null,,,,,,,,,-84.5215,36.9267,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/24/2013 1:55:37 PM
1006248,Somersville CFM,,,,,,,,Somersville,SOMERSVILLE,Contra Costa,California,,,null,,,,,,,,,-121.842,38.0033,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1011803,Somersville Farmers Market,,https://www.facebook.com/GardenBreezesFoodHub/,https://www.facebook.com/GardenBreezesFoodHub/,,,,103 Main Street,Somersville,SOMERSVILLE,Tolland,Connecticut,06072,05/01/2016 to 11/01/2016,05/01/2016,11/01/2016,Fri: 12:00 PM-5:00 PM;Sat: 10:00 AM-5:00 PM;Sun: 10:00 AM-5:00 PM;,,,,,,,-72.490167,41.985442,,Y,1,Y,1,Y,1,Y,1,Y,1,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,3/16/2016 2:59:01 PM
1018109,Somerville Mobile Farmers' Market - Council on Aging,,facebook.com/shapeupsomerville,https://www.facebook.com/facebook.com/shapeupsomerville,twitter.com/shapeupsville,,,167 Holland Street,Somerville,SOMERVILLE,Middlesex,Massachusetts,02145,07/14/2017 to 10/20/2017,07/14/2017,10/20/2017,Fri: 11:00 AM-1:00 PM;,,,,,,,-71.1254072,42.4011098,,Y,1,Y,1,N,0,Y,1,Y,1,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/20/2017 1:01:49 PM
1018118,Somerville Mobile Farmers' Market - East Somerville Community School,,facebook.com/shapeupsomerville,https://www.facebook.com/facebook.com/shapeupsomerville,twitter.com/shapeupsville,,,50 Cross Street,Somerville,SOMERVILLE,Middlesex,Massachusetts,02145,07/14/2017 to 10/20/2017,07/14/2017,10/20/2017,Fri: 2:30 PM-4:30 PM;,,,,,,,-71.0870489,42.3860302,,Y,1,Y,1,N,0,Y,1,Y,1,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/20/2017 1:05:08 PM
1011934,Somerville Mobile Farmers' Market - Mystic,,facebook.com/shapeupsomerville,https://www.facebook.com/facebook.com/shapeupsomerville,twitter.com/shapeupsville,,groundworksomerville.org,530 Mystic Avenue,Somerville,SOMERVILLE,Middlesex,Massachusetts,02145,07/15/2017 to 10/21/2017,07/15/2017,10/21/2017,Sat: 1:30 PM-3:30 PM;,,,,,,,-71.091936,42.397174,,Y,1,Y,1,N,0,Y,1,Y,1,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/8/2017 10:17:57 AM
